ID,Perimeter_meters,Shape_Area_sqm,Hctrs,Distance_Mchannel,NDVI_MIN,NDVI_MAX,NDVI_RANGE,NDVI_MEAN,NDVI_STD,VSDI,gamma_index,dem_detrend_MEAN,dem_detrend_STD,canopy_cover,canopy_cover_10m,canopy_avg_height,canopy_min_height,canopy_std,PERCENTAGE_Inundated,flow_accumilation_MAX,flow_accumilation_RANGE,flow_accumilation_MEAN,flow_accumilation_STD,flow_accumilation_SUM,flow_length_MAX,flow_length_MEAN,flow_length_STD,flow_length_SUM,edge_density,MSI,AWMSI,MPAR,AWMPFD
11,4314.060059,15397.80293380000,1.53978,542.7324542,-0.47826087475,0.49166667461,0.96992754936,0.12129957596,0.14469990375,0.949030607,0.555555556,962.6198743,0.582338942,61.5671502,45.85314516,9.798572562,5.891488948,1.873815868,17.27267209770,2082369,2082369,4952.561805,91507.56803,476545402,1262.153564,6.941065593,61.75210068,667883.2135,0.00058271200,9.80736000000,9.80736000000,0.28017400000,1.73608000000
12,1373.23999,4253.82961910000,0.425383,666.7743833,-0.22891566157,0.46341463924,0.69233030081,0.09769413301,0.12220222260,0.79818677,0.518518519,962.7723892,0.223994076,62.90969386,44.94102444,10.43235662,6.978908937,1.829500051,2.35518743604,246149,246149,1217.993262,11236.79744,32355991,354.1567993,7.308410389,32.31701588,194147.922,0.00018548700,5.93952000000,5.93952000000,0.32282400000,1.72937000000
13,1788.719971,9559.47779603000,0.955948,102.5894044,-0.44747081399,0.49107143283,0.93854224682,-0.04775858073,0.15818990136,0.520268277,0.416666667,963.8649784,0.318328347,15.57345086,9.115207565,2.144034627,1.355531895,0.438986831,0.75337222062,41532,41532,121.8606372,1618.076291,7278614,179.6060944,2.492062885,8.760676922,148848.4241,0.00024160700,5.16084000000,5.16084000000,0.18711500000,1.63427000000
14,2334.719971,22746.30065109990,2.2746301,3.972931698,-0.52095806599,0.52542370558,1.04638177156,0.18546407766,0.17988449422,0.638338272,0.555555556,962.9612366,0.427436676,30.13611418,26.45235619,5.473009881,3.630291358,0.9977471,11.37788972760,118523,118523,421.4921917,5176.46223,59917644,407.677124,4.244919663,21.82280992,603440.7996,0.00031535700,4.36691000000,4.36691000000,0.10264200000,1.54616000000
15,1360.709961,11148.24140620000,1.11482,54.61591694,-0.22676579654,0.55364805460,0.78041385114,0.24681509950,0.15677451003,0.738117802,0.458333333,963.1609297,0.283947756,47.41657221,41.61220935,9.218008546,6.313350749,1.511529242,2.43576576539,80984,80984,326.3086538,3457.561656,22737187,298.454834,3.742747496,18.29293332,260794.6455,0.00018379500,3.63545000000,3.63545000000,0.12205600000,1.54861000000
16,1157.77002,5201.81665420000,0.520182,6.623270172,-0.31221720576,0.49122807384,0.80344527960,0.11840684562,0.16629546629,0.875236832,0.458333333,963.2013669,0.638966296,51.08662299,34.89774039,7.765422793,4.699469222,1.523940701,9.13547160162,292178,292178,2368.418379,25167.24929,76983071,821.9297485,10.31491759,68.46458976,335276.0814,0.00015638300,4.52835000000,4.52835000000,0.22257000000,1.64881000000
17,698.2579956,3724.51471616000,0.372451,126.2167819,-0.32026144862,0.51569509506,0.83595654368,0.13548783249,0.20222123043,0.774117714,0.416666667,962.9980731,0.262617568,47.74247081,35.84900528,7.65959271,5.177000012,1.432440104,1.80548791629,25690,25690,161.8306178,1484.55065,3764342,216.3206787,3.007947118,12.92273912,69967.85792,0.00009431560,3.22758000000,3.22758000000,0.18747600000,1.59281000000
18,1205.73999,4283.08650812000,0.428309,85.47160937,-0.19308356941,0.52452832460,0.71761189401,0.33541022292,0.12135718659,0.822011172,0.481481481,962.9574172,0.408737152,31.88697712,16.70448809,4.2527102,2.865693843,0.800722828,6.73581090107,1428062,1428062,8675.239406,106164.5445,232348937,1427.448975,14.05481375,113.681853,376430.0767,0.00016286300,5.19721000000,5.19721000000,0.28151200000,1.69684000000
19,709.2369995,2213.28066569000,0.221328,96.9633428,-0.32592591643,0.53051644564,0.85644236207,0.02878066156,0.23463368410,0.686768765,0.416666667,962.8938727,0.237210997,31.89181444,25.61160069,5.263498764,3.362519961,0.98830648,6.45917804996,18365,18365,128.671046,1200.572981,1782480,165.1795959,3.033423287,11.60295362,42022.0128,0.00009579860,4.25273000000,4.25273000000,0.32044600000,1.70449000000
20,1522.630005,7801.64254628000,0.780164,0,-0.58685445786,0.48717948794,1.07403394580,-0.02391187783,0.19426964892,0.583287171,0.5,962.3518942,0.989739176,20.5642398,16.12054128,3.522363838,2.183114826,0.698950368,46.48810916250,55636145,55636145,178086.4527,3140375.833,8688659943,10878.67578,47.8153651,611.3312709,2332863.848,0.00020566600,4.86291000000,4.86291000000,0.19516800000,1.63538000000
21,1511.699951,6955.34124200000,0.695534,186.3259801,-0.17419354618,0.51562500000,0.68981854618,0.20765641095,0.13283142224,0.7993027,0.458333333,963.1568509,0.216831251,35.96094018,29.63612128,6.975407972,4.327320447,1.39463393,5.11513373123,109640,109640,357.8903149,4656.635196,15560713,376.9907837,4.540975336,18.87243719,197437.0666,0.00020418900,5.11330000000,5.11330000000,0.21734400000,1.65497000000
22,655.7180176,2555.56790192000,0.255557,168.878419,-0.12500000000,0.49377593398,0.61877593398,0.16483000988,0.11784887863,0.775336991,0.458333333,963.422508,0.346202491,58.7680099,53.22667519,12.62662802,8.003593543,2.212774357,5.89451170844,52684,52684,128.3760085,1745.530653,2052604,358.833313,3.630453376,13.9039117,58047.31903,0.00008856960,3.65905000000,3.65905000000,0.25658400000,1.65325000000
23,1150.920044,3895.68036426000,0.389568,694.0661645,-0.19791667163,0.45689654350,0.65481321514,0.14744218691,0.11962834356,0.729601842,0.555555556,962.7689283,0.399398759,30.8765012,14.7883389,3.789433684,2.942833144,0.542380705,40.29991415220,1416650,1416650,6620.673442,88234.87019,161239881,1023.319946,9.799332309,68.57009969,238652.9391,0.00015545800,5.20174000000,5.20174000000,0.29543500000,1.70504000000
24,1839.880005,6360.60341297000,0.63606,583.4726045,-0.27093595266,0.42995169759,0.70088765025,-0.01669709231,0.17201699555,0.694004567,0.458333333,963.4493652,0.253734482,27.29037254,19.84132693,5.123959285,3.13150189,1.015503149,2.79984508576,95661,95661,163.7904934,2656.755208,6509198,342.7197266,2.738719837,12.46275823,108839.465,0.00024851800,6.50782000000,6.50782000000,0.28926200000,1.71673000000
25,1588.650024,9830.99148391000,0.983099,419.9977828,-0.26041665673,0.46031746268,0.72073411942,0.10631061534,0.13239879968,0.787936474,0.583333333,963.0697847,0.22039345,48.81026816,31.70396999,7.010022148,4.77170808,1.124437742,20.36585674130,228409,228409,474.5335906,5992.247459,29143955,435.9365845,5.676619839,24.34662559,348635.284,0.00021458300,4.51986000000,4.51986000000,0.16159600000,1.60348000000
26,961.5269775,3931.56583851000,0.393157,17.71790135,-0.39013454318,0.52173912525,0.91187366843,-0.01164959543,0.18136701536,0.49431829,0.416666667,962.9550661,0.28418129,17.88618376,14.98646056,2.949581857,1.949460567,0.583877046,13.66730388620,15467,15467,221.5039284,1502.275619,5441244,160.2371979,4.270695404,15.74707065,104909.6326,0.00012987600,4.32587000000,4.32587000000,0.24456600000,1.65971000000
27,1326.73999,6703.38200760000,0.670338,168.9802241,-0.25454545021,0.50588238239,0.76042783260,0.10534307982,0.13843607218,0.711942147,0.5,963.1853019,0.501397751,30.84524808,25.65486242,6.108081526,3.677666566,1.195324196,14.31162191070,5507796,5507796,28232.83955,380822.2006,1181911362,2248.100586,17.45525893,158.805221,730729.5045,0.00017920600,4.57124000000,4.57124000000,0.19792100000,1.63228000000
28,1090.670044,4934.95078089000,0.493495,24.86315007,-0.25342464447,0.52459013462,0.77801477909,0.35129771606,0.12418214972,0.844749839,0.416666667,963.0681301,0.166576816,71.93169599,64.54863775,12.58431112,7.940464286,2.759240853,1.88079541571,19670,19670,142.7525362,1083.695308,4404344,155.2999878,3.161302835,10.76478167,97535.67637,0.00014732000,4.37973000000,4.37973000000,0.22100900000,1.64498000000
29,1141.420044,10462.43598880000,1.04624,75.02665085,-0.43421053886,0.48062014580,0.91483068466,0.04810665335,0.16787592413,0.697200036,0.458333333,963.2109451,0.199240049,31.86243034,25.70457341,5.792989683,3.552450749,1.116136679,1.68534460664,77519,77519,187.1971338,1863.811206,12239323,197.965683,3.391396229,12.11362791,221736.2682,0.00015417500,3.14793000000,3.14793000000,0.10909700000,1.52126000000
30,691.4869995,2671.59433804000,0.267159,482.6654249,-0.34630349279,0.46721312404,0.81351661682,0.01174986518,0.20234134154,0.844366171,0.6,967.0471552,4.757466744,29.39654773,16.81812047,3.993744435,2.457358929,0.796984338,20.54223282050,4575547,4575547,40057.68291,407971.1837,668282324,1914.003174,32.74154384,183.782445,546227.1759,0.00009340100,3.77393000000,3.77393000000,0.25883000000,1.65741000000
31,1067.479981,5977.75683767000,0.597776,341.6528933,-0.23489932716,0.46478873491,0.69968806207,0.10298528898,0.12716008649,0.745174909,0.458333333,963.4138554,0.444261793,45.64584953,40.40774597,9.375437913,6.069730622,1.676682063,13.30820464480,13030,13030,129.6747939,952.5691775,4845169,113.1982193,3.096399097,9.407889958,115693.8559,0.00014418700,3.89480000000,3.89480000000,0.17857500000,1.60378000000
32,1255.449951,4429.88448305000,0.442988,428.2858236,-0.15887850523,0.52066117525,0.67953968048,0.20769507342,0.14475572984,0.82551783,0.416666667,962.9643887,0.253573295,54.7900719,47.50379453,9.086466544,5.847339383,1.815297491,53.10879251230,10555,10555,126.2765436,788.9564846,3501396,111.1295853,6.89005967,13.0603966,191047.5745,0.00016957700,5.32106000000,5.32106000000,0.28340500000,1.69965000000
33,1081.170044,7241.05616926000,0.724106,630.9205293,-0.27007299662,0.43801653385,0.70808953047,0.08337775496,0.14105450488,0.829013069,0.458333333,963.3448384,0.194651305,55.95464492,34.63988195,7.856657799,5.288786689,1.458345413,1.46265840243,84846,84846,406.5017783,3524.159499,18401929,292.1169739,4.285871459,20.92481571,194017.1151,0.00014603700,3.58417000000,3.58417000000,0.14931100000,1.57205000000
34,2031.880005,13702.50906960000,1.37025,73.11683145,-0.47580644488,0.52032518387,0.99613162875,0.18648583472,0.20085217264,0.584417133,0.541666667,962.468737,0.533755955,16.49992531,5.93541332,1.472482122,0.96718204,0.301329727,35.92843258320,784527,784527,2285.434132,36807.47011,195708581,938.7719116,5.575954036,50.43814399,477485.672,0.00027445200,4.89658000000,4.89658000000,0.14828500000,1.59925000000
35,1562.709961,6017.04906738000,0.601705,109.6055544,-0.26637554169,0.48917749524,0.75555303693,0.11450108933,0.15099164483,0.694670077,0.481481481,962.5554131,0.379382287,31.12899285,24.90799589,5.431384866,3.869474592,0.910315172,40.57797790270,109842,109842,687.7832235,7211.046477,25877156,345.3388062,5.383154293,24.81795254,202535.7971,0.00021108000,5.68305000000,5.68305000000,0.25971400000,1.69016000000
36,2074.399902,8753.38880717000,0.875339,322.3281391,-0.26086956263,0.51091700792,0.77178657055,0.16424959471,0.16086013174,0.761099482,0.5,962.9099326,0.532083861,46.27630977,40.40401772,8.952652044,6.382807606,1.495639795,40.59733662400,479436,479436,2965.04021,33951.06262,162077993,790.8903809,8.420488093,54.23800398,460289.1406,0.00028019500,6.25460000000,6.25460000000,0.23698200000,1.68277000000
37,1837.209961,11625.00994570000,1.1625,153.5147447,-0.34497815371,0.50892859697,0.85390675068,0.15018816756,0.14081951947,0.602970699,0.481481481,963.0838173,0.718108196,23.72828076,17.49868377,3.695281593,2.306370457,0.716121384,32.86036553100,2302515,2302515,7250.471282,121681.668,526521974,2235.031006,13.51005567,125.9037808,981086.7323,0.00024815700,4.80681000000,4.80681000000,0.15804000000,1.60583000000
38,4291.299805,23451.55106380000,2.34516,159.086618,-0.43147209287,0.49367088080,0.92514297366,0.10445350915,0.15100576439,0.595234034,0.625,963.0960974,0.547430085,21.67041988,17.05360951,4.024029609,2.872284801,0.654536454,19.31762934110,1817933,1817933,2111.025773,35634.52941,309453157,1230.548462,6.800148829,55.87188032,996827.0166,0.00057963800,7.90492000000,7.90492000000,0.18298500000,1.66245000000
39,1960.540039,8671.20353080000,0.86712,496.9224796,-0.28169015050,0.43298968673,0.71467983723,0.06394057003,0.11848633071,0.832619272,0.458333333,963.7098235,0.225577818,48.88106347,29.9626005,8.437844527,5.47979092,1.560576255,0.11230466008,118293,118293,304.6157964,3814.525546,16503170,243.9080353,4.112897685,14.783787,222824.4579,0.00026481600,5.93924000000,5.93924000000,0.22609800000,1.67207000000
40,1218.280029,4771.15428821000,0.477115,260.0842952,-0.11111111194,0.47368422151,0.58479533345,0.29342827652,0.06811062389,0.252947944,0.5,962.9889814,0.264550599,4.779413509,1.023693853,0.385698794,0.279135258,0.059327202,10.17866162670,213481,213481,645.1610013,6880.915422,19226443,476.5622559,5.442195917,24.75937708,162182.8805,0.00016455600,4.97543000000,4.97543000000,0.25534300000,1.67766000000
41,613.1350098,1328.23055553000,0.132823,142.3534505,-0.27402135730,0.47081711888,0.74483847618,-0.04825246319,0.14935740045,0.480716068,0.481481481,962.6344054,0.353560182,9.30288104,6.888090752,1.764453916,1.304426195,0.320292903,46.02677362790,155667,155667,2025.784716,13831.40724,16805910,417.0521545,10.181104,45.8648742,84462.43877,0.00008281780,4.74586000000,4.74586000000,0.46161800000,1.78502000000
42,1321.189941,15697.05639830000,1.56971,184.892861,-0.31487888098,0.36322870851,0.67810758948,-0.04376105295,0.12739269747,0.131407942,0.416666667,963.2656984,0.244316783,2.633934868,2.538803964,0.688027267,0.566181885,0.070083903,1.68897473584,31437,31437,163.165168,1373.024766,16004545,188.3322906,3.670482366,12.22529155,360030.2743,0.00017845700,2.97475000000,2.97475000000,0.08416780000,1.48765000000
43,736.7050171,3727.75356813000,0.372775,288.8386496,-0.27200001478,0.18061673641,0.45261675119,-0.16585124464,0.05304400994,0.039146137,0.416666667,963.4481193,0.136290419,0.472183905,0.331907971,0.063297912,0.051047173,0.008173015,0.00000000000,30705,30705,117.9788337,1308.835676,2753508,140.5620575,2.763633479,8.582740541,64500.44177,0.00009950880,3.40381000000,3.40381000000,0.19762700000,1.60568000000
44,808.1359863,4495.12426058000,0.449512,490.4934227,-0.26168224216,0.43518519402,0.69686743617,-0.01919280042,0.11642608048,0.558661338,0.458333333,963.5175444,0.202690651,14.9044714,7.359488061,2.042258027,1.36069276,0.403819431,0.30755313052,70478,70478,158.1549954,2043.020145,4435615,300.6936035,3.048322194,12.664365,85493.24425,0.00010915700,3.40023000000,3.40023000000,0.17978100000,1.59195000000
45,915.0629883,2834.15413782000,0.283415,119.3003359,-0.32126697898,0.41991341114,0.74118039012,-0.15384900341,0.09877511814,0.491723017,0.416666667,963.492206,0.220728,11.90527644,9.218876085,2.834756441,1.993309022,0.449304204,5.08349620805,34402,34402,287.0755036,2402.73351,5087265,147.6883545,3.51254082,12.23776266,62245.73587,0.00012360000,4.84880000000,4.84880000000,0.32287000000,1.71558000000
46,355.3089905,1080.81691217000,0.108082,89.41770241,-0.33812949061,0.37903225422,0.71716174483,-0.17236632066,0.12527169523,0.474050119,0.458333333,963.0128728,0.336414315,8.828639231,3.73195622,1.255237644,0.864996277,0.226246107,34.83186796840,10206082,10206082,19689.67896,447358.3366,132964402,4398.336426,10.59892755,192.6523998,71574.55777,0.00004799260,3.04877000000,3.04877000000,0.32874000000,1.68149000000
47,1834.530029,5584.78029522000,0.558478,157.5873468,-0.31034481525,0.46218487620,0.77252969146,-0.01893983928,0.19217053719,0.750643942,0.458333333,963.3454167,0.289634288,36.37467551,26.55367101,6.628381003,4.626925395,1.103109694,17.69743302430,250032,250032,1548.324858,17881.41427,54076794,630.1769409,7.63195779,44.80807647,266553.7578,0.00024779500,6.92495000000,6.92495000000,0.32848700000,1.74194000000
48,3032.050049,18525.03134890000,1.8525,12.92900267,-0.46046510339,0.50627613068,0.96674123406,0.17676944428,0.15244128136,1.090539549,0.958333333,964.3373418,1.473574465,44.88892677,12.18167358,2.951307122,1.673071575,0.728388675,10.00112386330,1377961,1377961,4030.394559,64149.08393,466699538,1486.853271,11.66180864,78.34802516,1350379.131,0.00040954700,6.28423000000,6.28423000000,0.16367300000,1.63165000000
49,1653.229981,5892.41821043000,0.589242,622.9575439,-0.25748503208,0.35238096118,0.60986599326,0.05125171645,0.11620804176,0.690809519,0.458333333,963.9870133,0.154128391,37.12931457,36.45766911,12.75820408,10.24231028,1.439957446,0.00000000000,68574,68574,470.8310528,4330.361119,17342591,206.6297607,4.109542959,16.42986918,151370.9054,0.00022330600,6.07549000000,6.07549000000,0.28056900000,1.70721000000
50,1971.609985,7691.72954207000,0.769173,60.55291656,-0.32710281014,0.47368422151,0.80078703165,0.06132221534,0.16120300488,0.906896253,0.458333333,962.8887198,0.373414777,34.69071669,0.0079724,1.319836613,0.933849217,0.242434319,63.46320768220,182631,182631,253.9609901,3769.1455,12219587,479.5578308,3.26698865,16.77290453,157194.4259,0.00026631100,6.34168000000,6.34168000000,0.25632900000,1.69573000000
51,6054.160156,20546.07467650000,2.05461,240.9162691,-0.28421053290,0.52895754576,0.81316807866,0.13453158922,0.17456048189,0.659076818,0.7,963.2980672,0.489939464,24.42539985,18.03665091,4.688801414,3.169519229,0.835710907,36.25091969360,1642643,1642643,3268.436806,61530.86783,419660749,1561.718628,8.168392385,66.08352812,1048805.245,0.00081775200,11.91470000000,11.91470000000,0.29466200000,1.75390000000
52,1308.829956,9920.99165437000,0.992099,201.9502027,-0.34883719683,0.55555558205,0.90439277887,0.25567523965,0.19321210254,0.827671977,0.458333333,962.8180488,0.321040559,26.07829548,1.02553248,1.173599122,0.81753638,0.205562287,78.86464321690,227925,227925,893.6786192,12409.50926,55428629,516.9767456,5.021930178,28.50546854,311475.1754,0.00017678700,3.70681000000,3.70681000000,0.13192500000,1.55979000000
53,912.4509888,5471.13115557000,0.547113,5.83471845,-0.36546185613,0.48412698507,0.84958884120,0.05183089935,0.19186079456,0.619552884,0.458333333,962.9572236,0.49565828,24.9376973,18.47766542,3.937387311,2.629104429,0.741541798,49.29411237770,89665,89665,289.252062,3824.828879,9889528,252.0284729,4.047324296,15.03598911,138378.0177,0.00012324700,3.47989000000,3.47989000000,0.16677600000,1.58381000000
54,2831.929932,17089.81231900000,1.70898,395.6336394,-0.30941703916,0.43999999762,0.74941703677,-0.09848313995,0.14603513484,0.452183541,0.5,964.044089,0.251656888,12.2051329,9.398745723,2.575845726,1.844591624,0.442504484,0.34258185012,710168,710168,1444.615634,29759.4311,154332622,1057.680908,5.753000844,42.61847064,614610.3391,0.00038251700,6.11095000000,6.11095000000,0.16570900000,1.63113000000
55,2612.830078,16498.49684560000,1.64985,376.3011412,-0.30909091234,0.49152541161,0.80061632395,0.06434859395,0.15630475918,0.733025591,0.458333333,963.4704375,0.630073649,35.60968093,30.41918774,7.539422762,4.846270495,1.372852704,17.27674454990,8810023,8810023,9198.028426,282218.7396,948086780,3818.476318,7.713983668,121.7569249,795118.8665,0.00035292200,5.73831000000,5.73831000000,0.15836800000,1.62047000000
56,3048.919922,11015.00277350000,1.1015,689.3179155,-0.28089886904,0.35964912176,0.64054799080,0.06514915575,0.12451154674,0.78422974,0.5,964.0872256,0.258815258,40.2082844,36.64875335,11.05616613,7.846246104,1.745012237,0.82345536493,96640,96640,287.5112092,3086.640543,19801472,233.3312836,3.989963575,13.53824372,274796.7713,0.00041182600,8.19500000000,8.19500000000,0.27679700000,1.72398000000
57,3330.600098,11819.76524240000,1.18198,572.5666953,-0.26213592291,0.44444444776,0.70658037067,0.07432445745,0.14226873233,0.903202723,0.533333333,963.8309299,0.48997781,49.04137603,36.82401598,10.21770113,6.2728216,2.166503581,6.52333293699,668199,668199,3954.561161,44869.17597,292123433,869.3748169,15.93112656,64.25278669,1176832.319,0.00044987300,8.64196000000,8.64196000000,0.28178100000,1.72986000000
58,1073.25,6498.50410939000,0.64985,47.18052255,-0.30075186491,0.49407115579,0.79482302070,0.03542165461,0.15278539742,0.423517997,0.458333333,963.1274115,0.26263261,12.39740203,10.97603108,2.833656074,1.959778276,0.463877314,24.63923277800,275375,275375,493.8005856,8149.961178,20070031,550.8219604,4.386193723,22.86065905,178272.4577,0.00014496700,3.75569000000,3.75569000000,0.16515400000,1.58975000000
59,6105.009766,28539.43597150000,2.85394,128.6095259,-0.28937730193,0.55121952295,0.84059682488,0.29263950129,0.13322767521,0.79825824,0.703703704,962.9096604,0.344225718,41.53938358,34.35005153,7.395063062,4.815245287,1.443693724,51.95636701580,9425580,9425580,15548.70425,360638.1838,2771758666,3958.481445,13.77721562,157.0401385,2455967.788,0.00082462000,10.19430000000,10.19430000000,0.21391500000,1.69935000000
60,1818.349976,5986.95022641000,0.598695,661.4100421,-0.28078818321,0.38271605969,0.66350424290,-0.01719719430,0.15417380264,0.737210468,0.518518519,963.7558652,0.290830024,32.78595762,24.18183112,6.32481092,4.268980466,1.182003289,0.00000000000,319131,319131,981.0314497,11438.27804,36683709,512.2129517,14.78138403,37.67001924,552720.293,0.00024560900,6.62933000000,6.62933000000,0.30371900000,1.72597000000
61,2732.189941,11532.61575340000,1.15326,320.6735603,-0.32244896889,0.50393700600,0.82638597488,0.20681981552,0.15683116105,0.874986951,0.592592593,962.6733771,0.540886622,41.05270345,25.96265382,5.997258178,3.368185314,1.356185966,63.78224397740,8407047,8407047,49122.93624,630186.8708,3541125105,3643.737793,26.5166222,270.2313113,1911503.744,0.00036904400,7.17699000000,7.17699000000,0.23691000000,1.69206000000
62,2244.610107,8045.74117656000,0.804574,111.0037305,-0.26282051206,0.48953974247,0.75236025453,0.17783275443,0.13630603613,1.141386907,0.5,962.6297039,0.595198227,54.86643374,26.32768418,6.086737658,3.381891547,1.377582689,60.44094963760,3904636,3904636,3495.914222,92472.40785,175858469,1707.571899,9.049169484,60.77871239,455209.4217,0.00030318600,7.05916000000,7.05916000000,0.27898100000,1.71608000000
63,3669.199951,22005.89000070000,2.2005899,129.980531,-0.37391304970,0.50204080343,0.87595385313,0.11905533837,0.15374198147,0.812232705,0.733333333,962.9844555,0.688310683,28.00307209,15.23291363,3.621132831,2.193580569,0.780530398,35.68173332870,3768885,3768885,3893.689629,103051.9959,535608158,1573.86499,14.2282817,56.71039203,1957213.974,0.00049560900,6.97745000000,6.97745000000,0.16673700000,1.64170000000
64,3594.219971,28534.60487800000,2.8534601,568.6251375,-0.27683615685,0.49572649598,0.77256265283,0.09267354242,0.12746963010,0.918434327,0.541666667,963.6489429,0.53252359,55.68466158,46.42299463,13.65877439,8.145466467,2.929063709,5.58662688546,92937,92937,353.5783639,3755.076276,63028172,300.6083984,5.394054137,17.68838863,961533.3024,0.00048548100,6.00225000000,6.00225000000,0.12596000000,1.59610000000
65,1957.27002,10780.01310050000,1.0779999,206.8086879,-0.31775701046,0.51401871443,0.83177572489,0.09177379020,0.13489331542,0.809786685,0.545454545,963.3992807,0.518137111,47.7085862,42.06272834,10.44765759,7.067873974,1.813209174,10.33864147270,7426856,7426856,17683.76097,291704.362,1191107404,2975.962402,13.40789872,159.7803264,903102.4261,0.00026437400,5.31785000000,5.31785000000,0.18156500000,1.63251000000
